"행정구역","2020년01월_계_총인구수","2020년01월_계_연령구간인구수","2020년01월_계_0~9세","2020년01월_계_10~19세","2020년01월_계_20~29세","2020년01월_계_30~39세","2020년01월_계_40~49세","2020년01월_계_50~59세","2020년01월_계_60~69세","2020년01월_계_70~79세","2020년01월_계_80~89세","2020년01월_계_90~99세","2020년01월_계_100세 이상","2020년01월_남_총인구수","2020년01월_남_연령구간인구수","2020년01월_남_0~9세","2020년01월_남_10~19세","2020년01월_남_20~29세","2020년01월_남_30~39세","2020년01월_남_40~49세","2020년01월_남_50~59세","2020년01월_남_60~69세","2020년01월_남_70~79세","2020년01월_남_80~89세","2020년01월_남_90~99세","2020년01월_남_100세 이상","2020년01월_여_총인구수","2020년01월_여_연령구간인구수","2020년01월_여_0~9세","2020년01월_여_10~19세","2020년01월_여_20~29세","2020년01월_여_30~39세","2020년01월_여_40~49세","2020년01월_여_50~59세","2020년01월_여_60~69세","2020년01월_여_70~79세","2020년01월_여_80~89세","2020년01월_여_90~99세","2020년01월_여_100세 이상"
"서울특별시 용산구 (1117000000)","229,385","229,385","14,127","16,395","32,991","38,086","36,263","36,595","27,599","17,192","8,246","1,534","357","110,701","110,701","7,307","8,390","15,865","19,001","17,858","18,103","13,094","7,435","3,067","482","99","118,684","118,684","6,820","8,005","17,126","19,085","18,405","18,492","14,505","9,757","5,179","1,052","258"
"서울특별시 용산구 후암동(1117051000)","17,948","17,948","1,052","1,370","2,660","2,860","2,827","2,928","2,175","1,322","590","135","29","8,734","8,734","548","758","1,344","1,474","1,387","1,407","1,019","575","181","36","5","9,214","9,214","504","612","1,316","1,386","1,440","1,521","1,156","747","409","99","24"
"서울특별시 용산구 용산2가동(1117052000)","10,415","10,415","447","641","1,595","1,825","1,479","1,528","1,435","935","431","79","20","5,037","5,037","237","325","853","931","750","706","651","423","136","20","5","5,378","5,378","210","316","742","894","729","822","784","512","295","59","15"
"서울특별시 용산구 남영동(1117053000)","7,779","7,779","232","280","963","1,047","1,185","1,691","1,320","691","277","60","33","4,748","4,748","116","156","463","539","784","1,210","904","394","137","28","17","3,031","3,031","116","124","500","508","401","481","416","297","140","32","16"
"서울특별시 용산구 청파동(1117055500)","19,816","19,816","735","1,280","4,052","3,121","2,861","3,099","2,328","1,568","637","102","33","9,376","9,376","369","689","1,685","1,671","1,431","1,543","1,061","649","240","28","10","10,440","10,440","366","591","2,367","1,450","1,430","1,556","1,267","919","397","74","23"
"서울특별시 용산구 원효로제1동(1117056000)","16,071","16,071","1,399","882","2,460","3,652","2,666","2,153","1,553","841","376","72","17","7,749","7,749","716","447","1,037","1,802","1,381","1,051","743","384","163","21","4","8,322","8,322","683","435","1,423","1,850","1,285","1,102","810","457","213","51","13"
"서울특별시 용산구 원효로제2동(1117057000)","14,543","14,543","1,019","1,352","1,894","2,130","2,413","2,368","1,702","1,053","524","75","13","6,854","6,854","511","542","900","1,081","1,183","1,178","793","460","181","21","4","7,689","7,689","508","810","994","1,049","1,230","1,190","909","593","343","54","9"
"서울특별시 용산구 효창동(1117058000)","10,226","10,226","779","813","1,586","1,871","1,585","1,558","1,006","642","321","52","13","4,881","4,881","396","426","750","929","753","752","465","268","123","17","2","5,345","5,345","383","387","836","942","832","806","541","374","198","35","11"
"서울특별시 용산구 용문동(1117059000)","12,471","12,471","841","924","1,813","2,043","1,941","2,004","1,508","944","372","68","13","5,966","5,966","431","483","854","1,017","953","995","681","394","140","13","5","6,505","6,505","410","441","959","1,026","988","1,009","827","550","232","55","8"
"서울특별시 용산구 한강로동(1117062500)","18,079","18,079","926","897","2,773","3,587","2,567","3,011","2,234","1,313","596","132","43","8,748","8,748","480","473","1,278","1,690","1,285","1,489","1,127","612","248","52","14","9,331","9,331","446","424","1,495","1,897","1,282","1,522","1,107","701","348","80","29"
"서울특별시 용산구 이촌제1동(1117063000)","28,424","28,424","2,880","3,010","3,030","3,835","5,121","4,411","2,850","1,889","1,137","226","35","13,321","13,321","1,504","1,527","1,474","1,713","2,305","2,131","1,348","778","444","90","7","15,103","15,103","1,376","1,483","1,556","2,122","2,816","2,280","1,502","1,111","693","136","28"
"서울특별시 용산구 이촌제2동(1117064000)","8,891","8,891","578","535","1,026","1,546","1,254","1,424","1,310","771","373","60","14","4,186","4,186","311","278","497","781","618","650","594","328","118","9","2","4,705","4,705","267","257","529","765","636","774","716","443","255","51","12"
"서울특별시 용산구 이태원제1동(1117065000)","6,827","6,827","260","309","984","1,086","917","1,129","1,041","645","365","70","21","3,228","3,228","130","154","519","570","453","532","461","250","132","21","6","3,599","3,599","130","155","465","516","464","597","580","395","233","49","15"
"서울특별시 용산구 이태원제2동(1117066000)","9,273","9,273","462","506","1,351","1,702","1,389","1,301","1,186","872","414","76","14","4,288","4,288","236","237","694","852","655","578","499","358","156","20","3","4,985","4,985","226","269","657","850","734","723","687","514","258","56","11"
"서울특별시 용산구 한남동(1117068500)","20,868","20,868","1,190","1,170","2,764","4,037","3,363","3,216","2,633","1,638","675","150","32","10,078","10,078","638","610","1,362","2,023","1,649","1,554","1,218","715","255","47","7","10,790","10,790","552","560","1,402","2,014","1,714","1,662","1,415","923","420","103","25"
"서울특별시 용산구 서빙고동(1117069000)","13,389","13,389","828","1,562","1,807","1,558","2,534","2,245","1,357","804","605","83","6","6,452","6,452","415","799","914","744","1,204","1,131","668","323","224","28","2","6,937","6,937","413","763","893","814","1,330","1,114","689","481","381","55","4"
"서울특별시 용산구 보광동(1117070000)","14,365","14,365","499","864","2,233","2,186","2,161","2,529","1,961","1,264","553","94","21","7,055","7,055","269","486","1,241","1,184","1,067","1,196","862","524","189","31","6","7,310","7,310","230","378","992","1,002","1,094","1,333","1,099","740","364","63","15"
"서울특별시 성동구 (1120000000)","300,410","300,410","21,815","21,302","45,891","50,723","47,086","48,403","35,307","20,461","8,082","1,105","235","147,020","147,020","11,166","10,648","22,738","25,000","23,644","24,202","17,134","9,102","3,016","305","65","153,390","153,390","10,649","10,654","23,153","25,723","23,442","24,201","18,173","11,359","5,066","800","170"
"서울특별시 성동구 왕십리제2동(1120052000)","17,327","17,327","1,244","1,289","2,559","3,032","2,747","2,777","2,021","1,147","427","65","19","8,449","8,449","656","650","1,241","1,531","1,357","1,350","967","506","166","19","6","8,878","8,878","588","639","1,318","1,501","1,390","1,427","1,054","641","261","46","13"
"서울특별시 성동구 왕십리도선동(1120053500)","27,313","27,313","2,500","1,675","4,467","4,895","4,109","4,419","2,859","1,599","666","100","24","13,029","13,029","1,240","846","2,080","2,310","2,043","2,117","1,433","695","232","27","6","14,284","14,284","1,260","829","2,387","2,585","2,066","2,302","1,426","904","434","73","18"
"서울특별시 성동구 마장동(1120054000)","23,250","23,250","1,304","1,782","4,454","3,328","3,167","3,869","2,867","1,707","671","84","17","11,471","11,471","671","914","2,194","1,728","1,585","1,925","1,389","778","262","22","3","11,779","11,779","633","868","2,260","1,600","1,582","1,944","1,478","929","409","62","14"
"서울특별시 성동구 사근동(1120055000)","11,606","11,606","466","771","4,279","1,648","1,169","1,277","935","758","262","31","10","5,958","5,958","245","335","2,374","901","611","614","430","336","98","9","5","5,648","5,648","221","436","1,905","747","558","663","505","422","164","22","5"
"서울특별시 성동구 행당제1동(1120056000)","15,978","15,978","1,065","1,124","2,627","2,566","2,473","2,626","1,889","1,119","417","64","8","7,749","7,749","532","554","1,290","1,268","1,213","1,266","950","501","158","15","2","8,229","8,229","533","570","1,337","1,298","1,260","1,360","939","618","259","49","6"
"서울특별시 성동구 행당제2동(1120057000)","24,526","24,526","1,998","2,251","3,078","3,817","4,313","3,922","2,667","1,700","662","98","20","11,535","11,535","973","1,037","1,445","1,831","2,080","1,935","1,219","727","254","27","7","12,991","12,991","1,025","1,214","1,633","1,986","2,233","1,987","1,448","973","408","71","13"
"서울특별시 성동구 응봉동(1120058000)","16,069","16,069","1,267","1,783","1,774","2,295","3,113","2,429","1,679","1,175","483","65","6","7,619","7,619","646","859","893","1,097","1,481","1,182","746","509","185","19","2","8,450","8,450","621","924","881","1,198","1,632","1,247","933","666","298","46","4"
"서울특별시 성동구 금호1가동(1120059000)","15,863","15,863","1,363","1,166","1,887","2,875","2,616","2,411","1,953","1,067","467","46","12","7,597","7,597","691","608","943","1,352","1,323","1,147","884","457","174","16","2","8,266","8,266","672","558","944","1,523","1,293","1,264","1,069","610","293","30","10"
"서울특별시 성동구 금호2.3가동(1120061500)","23,853","23,853","1,838","1,590","3,010","4,359","3,857","3,723","2,869","1,771","708","102","26","11,374","11,374","941","797","1,511","2,094","1,912","1,762","1,315","764","240","31","7","12,479","12,479","897","793","1,499","2,265","1,945","1,961","1,554","1,007","468","71","19"
"서울특별시 성동구 금호4가동(1120062000)","15,023","15,023","1,471","995","1,610","2,864","2,657","2,167","1,725","1,064","408","53","9","7,193","7,193","759","512","809","1,360","1,323","1,045","773","455","138","15","4","7,830","7,830","712","483","801","1,504","1,334","1,122","952","609","270","38","5"
"서울특별시 성동구 옥수동(1120064500)","26,942","26,942","2,682","1,746","3,103","5,334","4,477","3,969","3,065","1,692","720","128","26","12,589","12,589","1,385","884","1,418","2,378","2,227","1,847","1,390","738","281","33","8","14,353","14,353","1,297","862","1,685","2,956","2,250","2,122","1,675","954","439","95","18"
"서울특별시 성동구 성수1가제1동(1120065000)","16,826","16,826","1,112","1,205","2,610","2,948","2,546","3,032","2,020","927","371","47","8","8,411","8,411","600","615","1,332","1,475","1,246","1,543","1,023","415","139","20","3","8,415","8,415","512","590","1,278","1,473","1,300","1,489","997","512","232","27","5"
"서울특별시 성동구 성수1가제2동(1120066000)","14,247","14,247","870","1,001","2,258","2,635","2,284","2,196","1,701","884","360","44","14","7,085","7,085","466","502","1,129","1,279","1,149","1,139","861","425","118","13","4","7,162","7,162","404","499","1,129","1,356","1,135","1,057","840","459","242","31","10"
"서울특별시 성동구 성수2가제1동(1120067000)","17,051","17,051","906","999","2,450","2,656","2,483","3,313","2,475","1,238","450","67","14","8,896","8,896","479","518","1,293","1,426","1,317","1,796","1,305","577","174","10","1","8,155","8,155","427","481","1,157","1,230","1,166","1,517","1,170","661","276","57","13"
"서울특별시 성동구 성수2가제3동(1120069000)","11,360","11,360","637","567","2,043","2,052","1,518","1,890","1,451","825","332","35","10","5,788","5,788","331","290","944","1,082","794","1,022","787","385","137","13","3","5,572","5,572","306","277","1,099","970","724","868","664","440","195","22","7"
"서울특별시 성동구 송정동(1120072000)","10,947","10,947","589","659","1,688","1,688","1,661","2,055","1,532","746","280","41","8","5,780","5,780","297","374","876","924","899","1,142","806","342","109","10","1","5,167","5,167","292","285","812","764","762","913","726","404","171","31","7"
"서울특별시 성동구 용답동(1120079000)","12,229","12,229","503","699","1,994","1,731","1,896","2,328","1,599","1,042","398","35","4","6,497","6,497","254","353","966","964","1,084","1,370","856","492","151","6","1","5,732","5,732","249","346","1,028","767","812","958","743","550","247","29","3"
"서울특별시 광진구 (1121500000)","351,263","351,263","21,484","27,382","61,836","58,135","54,418","55,590","40,640","22,020","8,338","1,217","203","170,164","170,164","11,018","13,981","29,351","28,769","26,840","27,110","19,356","10,153","3,210","333","43","181,099","181,099","10,466","13,401","32,485","29,366","27,578","28,480","21,284","11,867","5,128","884","160"
"서울특별시 광진구 화양동(1121571000)","22,095","22,095","488","756","9,065","4,298","2,221","2,111","1,639","1,037","396","63","21","10,486","10,486","240","357","3,869","2,244","1,226","1,127","755","481","164","18","5","11,609","11,609","248","399","5,196","2,054","995","984","884","556","232","45","16"
"서울특별시 광진구 군자동(1121573000)","19,902","19,902","987","1,102","4,258","3,704","2,651","3,007","2,265","1,371","488","58","11","9,843","9,843","526","561","2,071","1,889","1,368","1,519","1,080","632","184","12","1","10,059","10,059","461","541","2,187","1,815","1,283","1,488","1,185","739","304","46","10"
"서울특별시 광진구 중곡제1동(1121574000)","15,812","15,812","850","798","2,683","3,033","2,289","2,569","2,027","1,141","357","57","8","7,731","7,731","452","406","1,257","1,527","1,180","1,245","966","525","161","9","3","8,081","8,081","398","392","1,426","1,506","1,109","1,324","1,061","616","196","48","5"
"서울특별시 광진구 중곡제2동(1121575000)","22,264","22,264","1,331","1,491","3,900","4,055","3,146","3,645","2,686","1,451","472","78","9","10,664","10,664","687","759","1,803","2,010","1,539","1,737","1,252","671","188","16","2","11,600","11,600","644","732","2,097","2,045","1,607","1,908","1,434","780","284","62","7"
"서울특별시 광진구 중곡제3동(1121576000)","17,043","17,043","841","1,085","2,678","2,828","2,478","3,056","2,302","1,266","432","62","15","8,470","8,470","430","557","1,370","1,495","1,227","1,530","1,101","586","156","16","2","8,573","8,573","411","528","1,308","1,333","1,251","1,526","1,201","680","276","46","13"
"서울특별시 광진구 중곡제4동(1121577000)","30,116","30,116","1,715","2,129","4,544","4,610","4,419","5,494","4,111","2,253","717","96","28","14,838","14,838","903","1,132","2,307","2,319","2,235","2,647","1,911","1,066","286","24","8","15,278","15,278","812","997","2,237","2,291","2,184","2,847","2,200","1,187","431","72","20"
"서울특별시 광진구 능동(1121578000)","11,589","11,589","613","567","2,350","2,719","1,608","1,457","1,189","749","290","45","2","5,339","5,339","311","302","962","1,268","815","659","540","346","123","13","0","6,250","6,250","302","265","1,388","1,451","793","798","649","403","167","32","2"
"서울특별시 광진구 광장동(1121581000)","35,876","35,876","3,488","5,678","4,133","4,057","7,923","5,337","2,876","1,458","785","131","10","17,343","17,343","1,826","2,911","2,019","1,761","3,666","2,740","1,403","655","317","44","1","18,533","18,533","1,662","2,767","2,114","2,296","4,257","2,597","1,473","803","468","87","9"
"서울특별시 광진구 자양제1동(1121582000)","23,021","23,021","1,148","1,601","4,248","3,960","3,501","3,696","2,741","1,502","536","75","13","11,104","11,104","571","861","2,008","1,982","1,757","1,760","1,290","648","201","23","3","11,917","11,917","577","740","2,240","1,978","1,744","1,936","1,451","854","335","52","10"
"서울특별시 광진구 자양제2동(1121583000)","26,428","26,428","1,786","2,044","3,941","4,241","4,232","4,395","3,461","1,642","587","88","11","12,960","12,960","940","1,087","1,987","2,096","2,090","2,070","1,684","767","214","24","1","13,468","13,468","846","957","1,954","2,145","2,142","2,325","1,777","875","373","64","10"
"서울특별시 광진구 자양제3동(1121584000)","29,131","29,131","2,508","2,752","4,036","4,468","4,746","4,712","3,412","1,586","793","106","12","14,022","14,022","1,257","1,363","1,984","2,110","2,276","2,256","1,709","732","295","38","2","15,109","15,109","1,251","1,389","2,052","2,358","2,470","2,456","1,703","854","498","68","10"
"서울특별시 광진구 자양제4동(1121584700)","18,443","18,443","794","944","2,752","2,810","2,633","3,346","2,895","1,603","575","78","13","9,258","9,258","396","461","1,368","1,510","1,388","1,755","1,406","737","213","20","4","9,185","9,185","398","483","1,384","1,300","1,245","1,591","1,489","866","362","58","9"
"서울특별시 광진구 구의제1동(1121585000)","22,343","22,343","985","1,294","4,700","4,404","3,291","3,291","2,336","1,423","538","67","14","10,674","10,674","509","647","2,158","2,193","1,656","1,577","1,058","642","210","22","2","11,669","11,669","476","647","2,542","2,211","1,635","1,714","1,278","781","328","45","12"
"서울특별시 광진구 구의제2동(1121586000)","27,391","27,391","1,917","2,461","3,729","4,111","4,535","4,572","3,381","1,876","692","91","26","13,208","13,208","971","1,231","1,857","2,055","2,201","2,164","1,583","873","250","18","5","14,183","14,183","946","1,230","1,872","2,056","2,334","2,408","1,798","1,003","442","73","21"
"서울특별시 광진구 구의제3동(1121587000)","29,809","29,809","2,033","2,680","4,819","4,837","4,745","4,902","3,319","1,662","680","122","10","14,224","14,224","999","1,346","2,331","2,310","2,216","2,324","1,618","792","248","36","4","15,585","15,585","1,034","1,334","2,488","2,527","2,529","2,578","1,701","870","432","86","6"
"서울특별시 동대문구 (1123000000)","346,080","346,080","21,998","25,087","55,081","51,328","52,427","54,549","44,950","28,006","10,832","1,537","285","171,964","171,964","11,274","12,744","27,708","26,638","27,021","27,389","21,711","12,643","4,294","458","84","174,116","174,116","10,724","12,343","27,373","24,690","25,406","27,160","23,239","15,363","6,538","1,079","201"
"서울특별시 동대문구 용신동(1123053600)","30,691","30,691","1,393","1,524","5,667","5,230","4,334","4,760","3,946","2,582","1,074","159","22","15,728","15,728","718","814","2,783","2,784","2,360","2,529","2,006","1,218","460","50","6","14,963","14,963","675","710","2,884","2,446","1,974","2,231","1,940","1,364","614","109","16"
"서울특별시 동대문구 제기동(1123054500)","24,899","24,899","1,097","1,447","4,166","3,401","3,236","3,930","3,791","2,577","1,084","146","24","12,768","12,768","566","750","2,294","1,893","1,769","2,029","1,842","1,145","423","51","6","12,131","12,131","531","697","1,872","1,508","1,467","1,901","1,949","1,432","661","95","18"
"서울특별시 동대문구 전농제1동(1123056000)","30,578","30,578","2,004","2,064","4,681","4,467","4,555","5,007","4,062","2,530","1,028","140","40","15,372","15,372","1,032","1,033","2,369","2,352","2,393","2,546","2,057","1,121","414","41","14","15,206","15,206","972","1,031","2,312","2,115","2,162","2,461","2,005","1,409","614","99","26"
"서울특별시 동대문구 전농제2동(1123057000)","19,487","19,487","1,346","1,832","2,423","2,398","3,187","3,321","2,580","1,613","707","71","9","9,336","9,336","671","898","1,224","1,188","1,510","1,626","1,211","671","309","24","4","10,151","10,151","675","934","1,199","1,210","1,677","1,695","1,369","942","398","47","5"
"서울특별시 동대문구 답십리제1동(1123060000)","29,324","29,324","2,837","2,032","4,055","5,554","4,689","4,383","3,087","1,827","727","103","30","14,235","14,235","1,442","1,030","1,919","2,645","2,418","2,154","1,485","831","268","32","11","15,089","15,089","1,395","1,002","2,136","2,909","2,271","2,229","1,602","996","459","71","19"
"서울특별시 동대문구 답십리제2동(1123061000)","30,167","30,167","1,962","2,220","4,063","4,504","4,632","5,148","4,083","2,472","949","114","20","14,720","14,720","1,015","1,114","2,006","2,312","2,356","2,505","1,927","1,107","346","22","10","15,447","15,447","947","1,106","2,057","2,192","2,276","2,643","2,156","1,365","603","92","10"
"서울특별시 동대문구 장안제1동(1123065000)","38,547","38,547","2,677","2,705","5,223","6,423","6,432","6,124","5,159","2,781","861","140","22","19,242","19,242","1,371","1,399","2,530","3,304","3,353","3,044","2,507","1,339","353","35","7","19,305","19,305","1,306","1,306","2,693","3,119","3,079","3,080","2,652","1,442","508","105","15"
"서울특별시 동대문구 장안제2동(1123066000)","32,877","32,877","2,963","2,943","3,884","5,165","5,776","5,004","4,071","2,232","705","119","15","16,468","16,468","1,533","1,564","2,036","2,591","2,942","2,505","1,949","1,050","265","29","4","16,409","16,409","1,430","1,379","1,848","2,574","2,834","2,499","2,122","1,182","440","90","11"
"서울특별시 동대문구 청량리동(1123070500)","21,124","21,124","923","1,261","2,513","2,511","2,782","3,787","3,724","2,483","974","136","30","10,592","10,592","472","667","1,338","1,352","1,478","1,922","1,832","1,118","365","43","5","10,532","10,532","451","594","1,175","1,159","1,304","1,865","1,892","1,365","609","93","25"
"서울특별시 동대문구 회기동(1123071000)","10,277","10,277","525","714","2,914","1,521","1,365","1,192","961","697","320","57","11","4,884","4,884","269","321","1,385","782","688","578","422","290","132","16","1","5,393","5,393","256","393","1,529","739","677","614","539","407","188","41","10"
"서울특별시 동대문구 휘경제1동(1123072000)","14,405","14,405","741","862","3,075","2,175","1,868","2,296","1,726","1,128","460","66","8","7,152","7,152","394","442","1,437","1,181","974","1,178","833","503","185","20","5","7,253","7,253","347","420","1,638","994","894","1,118","893","625","275","46","3"
"서울특별시 동대문구 휘경제2동(1123073000)","24,326","24,326","1,387","2,159","5,117","3,096","3,617","3,530","2,885","1,791","634","100","10","12,092","12,092","719","1,025","2,740","1,652","1,798","1,714","1,356","814","231","40","3","12,234","12,234","668","1,134","2,377","1,444","1,819","1,816","1,529","977","403","60","7"
"서울특별시 동대문구 이문제1동(1123074000)","18,706","18,706","764","1,387","4,523","2,279","2,598","2,651","2,204","1,513","653","99","35","9,299","9,299","379","684","2,301","1,285","1,320","1,356","1,023","644","272","29","6","9,407","9,407","385","703","2,222","994","1,278","1,295","1,181","869","381","70","29"
"서울특별시 동대문구 이문제2동(1123075000)","20,672","20,672","1,379","1,937","2,777","2,604","3,356","3,416","2,671","1,780","656","87","9","10,076","10,076","693","1,003","1,346","1,317","1,662","1,703","1,261","792","271","26","2","10,596","10,596","686","934","1,431","1,287","1,694","1,713","1,410","988","385","61","7"
"서울특별시 중랑구 (1126000000)","396,755","396,755","24,518","28,368","56,209","59,297","59,286","70,742","55,258","30,438","10,930","1,521","188","196,803","196,803","12,631","14,506","28,122","30,695","30,516","34,985","26,864","13,866","4,223","353","42","199,952","199,952","11,887","13,862","28,087","28,602","28,770","35,757","28,394","16,572","6,707","1,168","146"
